identifier,statement_code,description,academic_subject,grade_level,statement_type
02f34f50-2394-4aa5-a453-3907a2e2d9f3,ELD-SI.K-3.Inform,"Multilingual learners will…
* Define and classify objects or concepts
* Describe characteristics, patterns, or behavior
* Describe parts and wholes
* Sort, clarify, and summarize ideas
* Summarize information from interaction with others and from learning experiences
",English Language Arts,"['K', '1', '2', '3']",Standard
dbaf79b3-82b5-42da-a2d8-ff38df6cc18d,PLD.9-12.INT.Dis-Coh.PL2,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how ideas are connected across a whole text through a variety of cohesive devices that connect larger meaningful chunks of text including *(class/ subclass, whole/part)*",English Language Arts,"['9', '10', '11', '12']",Other
dcbb9115-af7e-4e31-b98c-c038b64c4152,PLD.6-8.INT.Dis-Coh.PL2,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how ideas are connected across a whole text through multiple cohesive devices *(synonyms, antonyms)*",English Language Arts,"['6', '7', '8']",Other
efcd5430-830c-4204-b2cd-40cd2bfdd65f,PLD.2-3.EXP.WP-Prec.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create precise meanings through everyday, cross-disciplinary, and disciplinary language with a growing repertoire of words and phrases with growing precision *(preschool friends, math time, after lunch)*",English Language Arts,"['2', '3']",Other
563c095f-7726-4b23-a3f9-2cae33a22797,PLD.6-8.EXP.Dis-Coh.PL2,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Connect ideas across a whole text through a growing number of cohesive devices *(emerging use of articles to refer to the same word, synonyms, antonyms)*",English Language Arts,"['6', '7', '8']",Other
9e8bd28e-cd3a-4637-9e14-3ad62768fef5,,DISCOURSE DIMENSION - Density of language,English Language Arts,"['2', '3']",Other
7c04a615-5873-4d36-b0ad-299b0679442e,ELD-SS.6-8.Explain.Expressive,"Multilingual learners will construct social studies explanations that
* Introduce __and contextualize__ phenomena or events
* Establish __perspective for communicating outcomes, consequences, or documentation__
* __Develop reasoning, sequences with linear and nonlinear relationships, evidence, and details, acknowledging strengths and weaknesses__
* Generalize __multiple__ causes and effects of developments or events",English Language Arts,"['6', '7', '8']",Standard
a9269b89-9e6b-4836-9663-8034821175c3,PLD.1,Grade 1,English Language Arts,['1'],Standard Grouping
1f75eec5-a6b6-4ec6-b534-f3198474319d,,DISCOURSE DIMENSION - Density of language,English Language Arts,"['6', '7', '8']",Other
b56198d1-8667-4a98-a107-69f84ed10cc7,ELD-MA.6-8.Argue.Interpretive,"Multilingual learners will interpret mathematics arguments by
* Comparing conjectures __with previously established results__
* Distinguishing commonalities __among strategies used__
* __Evaluating relationships between evidence and mathematical facts__ to create generalizations",English Language Arts,"['6', '7', '8']",Standard
4b17722b-c170-42d8-9f59-125c327f891d,,DISCOURSE DIMENSION - Organization of language,English Language Arts,"['2', '3']",Other
be77d371-15c8-4b3a-bbb0-003674240c36,,Kindergarten,English Language Arts,['K'],Standard Grouping
b75fbe44-e013-4e16-9b4b-03dc6572f1f9,PLD.1.INT.Dis-Den.PL3,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how ideas are elaborated or condensed through multi-word noun groups with connectors *(a big and hungry dinosaur)*",English Language Arts,['1'],Other
0a28d867-2f47-4d36-94ce-0d1b3f23c28d,PLD.K.EXP.Dis-Coh.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Connect ideas across a whole text through single words and phrases related to topic *(water, leaf)*",English Language Arts,['K'],Other
7abbcc38-ae81-474f-9c3a-6639816c6136,PLD.9-12.EXP.Dis-Coh.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Connect ideas across a whole text through a growing number of cohesive devices *(demonstratives, repetition)*",English Language Arts,"['9', '10', '11', '12']",Other
d9567422-49ec-4a60-9755-95eeea28f0fb,PLD.2-3.EXP.Dis-Den.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Elaborate or condense ideas through simple elaboration *(single nouns)*",English Language Arts,"['2', '3']",Other
ff933053-7c0b-4cb9-8060-46aa5bf100be,PLD.4-5.EXP.WP-Prec.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create precise meanings through everyday, cross-disciplinary, and disciplinary language with a flexible repertoire of words and phrases, such as adverbials of time, manner, and place; verb types; and abstract nouns; with consistent precision *(as a result of the war, forming a new nation)*",English Language Arts,"['4', '5']",Other
50899ef9-573a-4fb9-b8ad-35dc44002847,ELD-SC.4-5.Argue.Expressive,"Multilingual learners will construct scientific arguments that
* Introduce topic/phenomenon in issues related to the natural and designed world(s)
* Make and define a claim __based on evidence, data, and/or model__
* Establish a neutral tone __or an objective stance__
* Signal logical relationships among reasoning, relevant evidence, data, and/or a model when making a claim",English Language Arts,"['4', '5']",Standard
f6618605-0bf8-4396-bcea-b7edface1f06,PLD.1.EXP.Dis-Coh.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Connect ideas across a whole text through a growing number of cohesive devices *(emerging use of articles to refer to the same word, substitution/ omission: that one, so did I)*",English Language Arts,['1'],Other
51f1e908-2c37-4dff-a914-74a22aca3348,,SENTENCE DIMENSION - Grammatical complexity,English Language Arts,"['4', '5']",Other
cdc50e3a-8337-43cd-82ee-a2f62515dfa8,PLD.9-12.EXP.Dis-Den.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Elaborate or condense ideas through a growing number of flexible ways (expanded noun groups, clauses, nominalization)",English Language Arts,"['9', '10', '11', '12']",Other
8fca90b1-4fdf-4dab-882e-9e7e8185d915,ELD-SS.4-5.Argue.Interpretive,"Multilingual learners will interpret social studies arguments by
* Identifying topic and purpose *(argue in favor or against a position, present a balanced interpretation, challenge perspective)*
* Analyzing relevant information from multiple sources to develop claims in response to compelling questions
* Evaluating __point of view__ and credibility of source, based on distinctions between fact and opinion",English Language Arts,"['4', '5']",Standard
7b24baec-4ffc-4fbe-95b6-e1796bcafcf1,PLD.2-3.EXP.Dis-Org.PL3,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create coherent texts *(spoken, written, multimodal)* using sentences convey intended purpose with emerging organization *(topic sentence, supporting details)*",English Language Arts,"['2', '3']",Other
38f5020b-4fac-4cc1-a359-6d787f9e30f9,PLD.K.INT.Dis-Org.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how coherent texts *(spoken, written, multimodal)* are created around topics *(my family)* with words, pictures, phrases, or chunks of language",English Language Arts,['K'],Other
99694f02-aad6-4839-bb9d-0185280ae7a8,PLD.K.INT.Sent-GC.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how meanings are extended or enhanced through simple sentences *(She picked it up.)*",English Language Arts,['K'],Other
6d10fa34-3134-4141-ab26-db40ec81eff7,ELD-LA.K.Inform.Expressive,"Multilingual learners will construct informational texts in language arts (with prompting and support) that
* Introduce topic for audience
* Describe details and facts",English Language Arts,['K'],Standard
6f47ef12-58f1-4911-a6bd-20d05f6c92ee,PLD.2-3.INT.Sent-GC.PL6,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how meanings are extended or enhanced through compound sentences with frequently used ways of combining clauses *(coordinating conjunctions: Anemones look like plants **but** they are sea animals.)*",English Language Arts,"['2', '3']",Other
8a95d57e-26ba-49ed-b2a9-c22ad743532c,ELD-MA.K.Inform.Interpretive,"Multilingual learners will interpret mathematical informational texts (with prompting and support) by
* Identifying concept or object
* Describing quantities and attributes",English Language Arts,['K'],Standard
d852ed50-7e73-4dcd-91c6-c4d464b50aab,,DISCOURSE DIMENSION - Density of language,English Language Arts,['1'],Other
3d896c98-379e-4f9f-8bc8-35218fa76f76,ELD-SC.1.Explain.Expressive,"Multilingual learners will construct scientific explanations that
* Describe __observations and/or data__ about a phenomenon
* Relate how a series of events causes something to happen
* Compare multiple solutions to a problem",English Language Arts,['1'],Standard
485244e8-2713-483a-8a46-1db7392bf111,PLD.6-8.EXP.WP-Prec.PL6,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create precise meanings through everyday, cross-disciplinary, and disciplinary language with a wide variety of words and phrases with precision *(weighing
4.4 pounds on Earth, wrong answer)* according to the genre, purpose and discipline",English Language Arts,"['6', '7', '8']",Other
9e217d30-bdfb-438b-9a74-70b610e9a5b5,PLD.4-5.EXP.Dis-Org.PL2,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create coherent texts *(spoken, written, multimodal)* using sentences that convey intended purpose with emerging organization *(topic sentence, supporting details)*",English Language Arts,"['4', '5']",Other
8c08db5d-a6fc-4a9f-a038-0db2bf6567cd,PLD.4-5.EXP.Dis-Den.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Elaborate or condense ideas through a wide variety of types of elaboration *(adding in embedded clauses after the noun: the sap which boiled for six hours…)*",English Language Arts,"['4', '5']",Other
ea87e1f3-3d23-40e5-806b-f1b66175bae2,PLD.2-3.EXP.Dis-Coh.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Connect ideas across a whole text through a growing number of cohesive devices *(emerging use of articles to refer to the same word)*",English Language Arts,"['2', '3']",Other
b8bd290c-6de0-48bb-84c6-36951d9b8ea0,PLD.2-3.EXP.Dis-Den.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Elaborate or condense ideas through a variety of types of elaboration *(adding in a variety of adjectives)*",English Language Arts,"['2', '3']",Other
04e0cd30-f862-4e1b-8c30-5f6d8cfddfb0,,Grades 4-5,English Language Arts,"['4', '5']",Standard Grouping
31fac069-15dd-4d25-b534-5436e059a6e3,ELD-SC.2-3.Argue.Expressive,"Multilingual learners will construct scientific arguments that
* Introduce topic/phenomenon for an issue related to the natural and designed world(s)
* Make a claim supported by relevant evidence
* Establish a neutral tone
* Signal logical relationships among reasoning, evidence, data, and/or a model when making a claim",English Language Arts,"['2', '3']",Standard
7e29aa41-3c1f-4a7d-b50e-05476731ab8e,ELD-LA.4-5.Argue.Expressive,"Multilingual learners will construct language arts arguments that
* Introduce and develop a topic clearly; state an opinion 
* Support opinions with reasons and information 
* Use a formal style 
* Logically connect opinions to appropriate evidence, facts, and details; offer a concluding statement or section",English Language Arts,"['4', '5']",Standard
afac81a0-f01a-4291-81b6-331146b53e23,PLD.4-5.INT.WP-Prec.PL6,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how precise meanings are created through everyday, cross-disciplinary, and technical language through a wide variety of words, phrases, and expressions with multiple meanings across content areas *(electric shock versus I’m shocked)*",English Language Arts,"['4', '5']",Other
272e29d6-4408-4a8a-8d3d-f4bbed6f77c6,ELD-SC.K.Inform.Expressive,"Multilingual learners will construct scientific informational texts that
* Introduce others to a topic or entity
* Provide details about an entity",English Language Arts,['K'],Standard
1483f494-c6b6-448f-b6b1-6ac022e62c5e,PLD.9-12.EXP.Dis-Org.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create coherent texts *(spoken, written, multimodal)* using short text that conveys intended purpose using predictable organization *(paragraph openers: First…, Finally, In November, Plant cells have…)*",English Language Arts,"['9', '10', '11', '12']",Other
37b65ea8-22fd-4848-8dba-d7e7da88c4c2,PLD.6-8.INT.Dis-Org.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how coherent texts *(spoken, written, multimodal)* are created to meet a purpose *(to inform, narrate, entertain, argue, explain)* in a series of topic-related sentences",English Language Arts,"['6', '7', '8']",Other
d8b42971-7713-4092-8222-39a27dcc7e0e,,Grades 2-3,English Language Arts,"['2', '3']",Standard Grouping
fcfb24f2-3bf1-4fed-a790-032cea0240b4,,Grades 4-5,English Language Arts,"['4', '5']",Standard Grouping
3f6a3c7f-2920-4adc-b63e-2f98f7bdd0b8,PLD.9-12.INT.Dis-Coh.PL3,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how ideas are connected across a whole text through a wide variety of cohesive devices that connect ideas throughout a text *(whole/part, substitution/omission)*",English Language Arts,"['9', '10', '11', '12']",Other
ad73929a-d645-4a4f-a37c-8587b84ad694,PLD.K.INT.Dis-Org.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how coherent texts *(spoken, written, multimodal)* are created to meet a purpose *(to inform, narrate, entertain)* through multiple related sentences",English Language Arts,['K'],Other
7b7d9e25-db85-405f-b778-480187a5759a,PLD.2-3.INT.Sent-GC.PL2,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how meanings are extended or enhanced through simple sentences *(They stick to rocks and coral.)*",English Language Arts,"['2', '3']",Other
d49abded-8056-4042-a630-7abc7d1b6f41,ELD-LA.6-8.Narrate.Expressive,"Multilingual learners will construct language arts narratives that
* Orient audience to context __and point of view__
* Develop and describe characters and their relationships
* Develop story, __including themes with complication and resolution,__ time, and event sequences
* Engage and adjust for audience",English Language Arts,"['6', '7', '8']",Standard
1f0c54aa-3865-4cca-b7c3-a2fc89903d73,,DISCOURSE DIMENSION - Organization of language,English Language Arts,"['6', '7', '8']",Other
c013eeb0-1443-4a5d-8714-5be9b321336d,ELD-LA.6-8.Narrate.Interpretive,"Multilingual learners will interpret language arts narratives by
* Identifying a theme __or central idea that develops over the course of a text__
* Analyzing how character attributes and actions develop __in relation to events or dialogue__
* __Evaluating impact of specific word choices about meaning and tone__",English Language Arts,"['6', '7', '8']",Standard
5a6948dd-03d8-40be-8f19-4fc4bc9ed224,PLD.K.EXP.Dis-Coh.PL6,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Connect ideas across a whole text through a growing number of cohesive devices *(emerging use of articles to refer to the same word)*",English Language Arts,['K'],Other
449a69d7-643e-44ab-a242-8e0d95fb576d,PLD.6-8.EXP.Sent-GC.PL6,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Extend or enhance meanings through a wide variety of sentence types with increasingly complex clause relationships *(condition, cause, concession, contrast)* addressing genre, audience, and content area *(When Harry is close to Voldemort, his scar throbs.)*",English Language Arts,"['6', '7', '8']",Other
108f87d0-5b04-49c8-b2b3-63a1dd51b887,PLD.6-8.INT.Dis-Den.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how ideas are elaborated or condensed through expanded noun groups with a variety of embedded clauses *(predictable and observable moon phases in your particular time zone)*",English Language Arts,"['6', '7', '8']",Other
188bee93-0b6b-4d2a-a52d-d00a9a626b6d,PLD.9-12.EXP.Dis-Org.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create coherent texts *(spoken, written, multimodal)* using text that conveys intended purpose using genre-specific organizational patterns *(claims and counterclaims or rebuttals)* with strategic ways of signaling relationships between paragraphs and throughout a text",English Language Arts,"['9', '10', '11', '12']",Other
552e7dcd-1a38-4770-a1da-b58dd8fbc911,PLD.2-3.INT.WP-Prec.PL1,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how precise meanings are created through everyday, cross-disciplinary, and technical language through frequently used words and phrases in familiar contexts and topics *(time to clean up)*",English Language Arts,"['2', '3']",Other
4bfb402e-e73b-4692-b1e1-8444a9a8a583,,WORD/PHRASE DIMENSION - Precision of language,English Language Arts,['1'],Other
ad2f6614-4687-48f7-b7f0-c898655fdcdc,PLD.1.EXP.Dis-Org.PL3,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create coherent texts *(spoken, written, multimodal)* using short sentences linked together to convey an intended purpose",English Language Arts,['1'],Other
0affc211-c523-4c71-8c40-14666ab09022,PLD.9-12.EXP.Dis-Org.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create coherent texts *(spoken, written, multimodal)* using text that conveys intended purpose using genre-specific organizational patterns with a wide range of ways to signal relationships throughout the text",English Language Arts,"['9', '10', '11', '12']",Other
8d461387-a65a-47cf-b711-7ef36ceba38a,PLD.4-5.EXP.WP-Prec.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Create precise meanings through everyday, cross-disciplinary, and disciplinary language with an expanding repertoire of words and phrases, including idioms and collocations with expanding precision *(the lights are on but nobody’s home…)*",English Language Arts,"['4', '5']",Other
97368a5b-be68-41f9-81bf-9b022835d56f,ELD-SS.K.Inform.Expressive,"Multilingual learners will construct informational texts in social studies that
* Introduce topic associated with a compelling or supporting question
* Provide a detail about relevant information",English Language Arts,['K'],Standard
2b3de85f-f9dc-4a89-a63e-cfe59d709c23,PLD.6-8.EXP.Sent-GC.PL3,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Extend or enhance meanings through simple or compound sentences with familiar ways of combining clauses *(with some coordinating conjunctions: He goes to Hogwarts School
**and** his friends are…)*",English Language Arts,"['6', '7', '8']",Other
a4870f4b-5403-48b0-84a0-78f9504950e1,PLD.4-5.INT.Sent-GC.PL3,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how meanings are extended or enhanced through multiple related simple sentences *(Winds blow through the forest. The trees sway and shake. Dead branches fall off to the ground.)*",English Language Arts,"['4', '5']",Other
3627beb2-0def-4803-92f0-7e98c42cd0f9,PLD.4-5.EXP.Sent-GC.PL5,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Extend or enhance meanings through compound and complex sentences with frequently used ways of combining clauses *(with coordinating conjunctions: Neither the red one nor the blue one…)*",English Language Arts,"['4', '5']",Other
b9bd7205-dc82-4577-82bd-adb38360f785,ELD-MA.4-5.Explain.Expressive,"Multilingual learners will construct mathematical explanations that
* Introduce concept or entity
* Share solution __with others__
* Describe data and/or steps __to solve problem__
* State reasoning used to generate solution",English Language Arts,"['4', '5']",Standard
bbb5a6c9-0b9c-4b45-be81-0e53068a6215,,DISCOURSE DIMENSION - Density of language,English Language Arts,['1'],Other
cbed6432-a465-450e-8469-e09eae3679c7,ELD-LA.1.Inform.Interpretive,"Multilingual learners will interpret informational texts in language arts by
* Identifying main topic __and/or entity__ and key details
* Asking and answering questions about descriptions of attributes and characteristics
* Identifying word choices in relation to topic or content area",English Language Arts,['1'],Standard
6c617864-ee32-4ea5-a55f-1a73b1b76a0e,PLD.6-8.EXP.Dis-Den.PL6,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Elaborate or condense ideas through a growing number of ways throughout a text (expanded noun groups, clauses, nominalizations)",English Language Arts,"['6', '7', '8']",Other
4dee0df3-6ff3-4356-a34a-44b76e91db56,PLD.2-3.INT.WP-Prec.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how precise meanings are created through everyday, cross-disciplinary, and technical language through a growing number of words and phrases in a variety of contexts *(nonfiction books)*",English Language Arts,"['2', '3']",Other
7b417711-9af2-42c8-bf8f-e70650178366,PLD.1.INT.Dis-Den.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Understand how ideas are elaborated or condensed through expanded noun groups with classifiers *(the biggest meat-eating dinosaurs)*",English Language Arts,['1'],Other
29a76632-1d5f-4dec-be0a-d8c15a969900,PLD.6-8.EXP.Sent-GC.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Extend or enhance meanings through compound sentences with frequently used ways of combining clauses *(They fight the forces of evil, **yet** they can’t overcome them.)*",English Language Arts,"['6', '7', '8']",Other
292326f2-7371-442f-849e-a3ff4cf622f6,ELD-LA.4-5.Argue.Interpretive,"Multilingual learners will interpret language arts arguments by
* Identifying main ideas 
* Analyzing points of view about the same event or topic
* Evaluating how details, reasons, and evidence support particular points in a text",English Language Arts,"['4', '5']",Standard
ea4a5adf-13f6-4a19-882f-102266196988,PLD.2-3.EXP.Dis-Den.PL4,"Toward the end of each proficiency level, when scaffolded appropriately, multilingual learners will…
* Elaborate or condense ideas through a growing number of types of elaboration *(adding articles or demonstratives to a noun: the or these clouds)*",English Language Arts,"['2', '3']",Other
