identifier,statement_code,description,academic_subject,grade_level,statement_type
ced70744-4824-4075-b820-690d760aea43,,Standards for Mathematical Practice: Kindergarten,Mathematics,['K'],
6b9a3dea-d7cc-11e8-824f-0242ac160002,,Seeing Structure in Expressions,Mathematics,"['9', '10', '11', '12']",Standard Grouping
0e2a3a6d-e495-4531-9784-aa77ad4c2510,HS.MP7,Look for and make use of structure.,Mathematics,"['9', '10', '11', '12']",Standard
bc372236-5406-4a40-bd11-8b88eb5ee9be,1.MP6,Attend to precision.,Mathematics,['1'],Standard
6b9d6fe1-d7cc-11e8-824f-0242ac160002,7.EE.A.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. *For example, $a + 0.05a = 1.05a$ means that ""increase by 5%"" is the same as ""multiply by 1.05.""*",Mathematics,['7'],Standard
6b9c1708-d7cc-11e8-824f-0242ac160002,5.NBT.A.1,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and $\frac{1}{10}$ of what it represents in the place to its left.",Mathematics,['5'],Standard
6b9c859b-d7cc-11e8-824f-0242ac160002,HSN-RN.A.1,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. *For example, we define $5^{\frac{1}{3}}$ to be the cube root of $5$ because we want $\left(5^{\frac{1}{3}}\right)^{3} = 5^{\left(\frac{1}{3}\right)3}$ to hold, so $\left(5^{\frac{1}{3}}\right)^{3}$ must equal $5$.",Mathematics,"['9', '10', '11', '12']",Standard
6b9f8362-d7cc-11e8-824f-0242ac160002,8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. *For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed.*",Mathematics,['8'],Standard
6b9c342f-d7cc-11e8-824f-0242ac160002,7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",Mathematics,['7'],Standard
6b9f0737-d7cc-11e8-824f-0242ac160002,HSF-IF.B.4,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship.",Mathematics,"['9', '10', '11', '12']",Standard
6ba03dbb-d7cc-11e8-824f-0242ac160002,2.MD.C.7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.",Mathematics,['2'],Standard
6b9ad623-d7cc-11e8-824f-0242ac160002,HSN-Q.A,Reason quantitatively and use units to solve problems.,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6ba2703e-d7cc-11e8-824f-0242ac160002,7.NS.A.2.d,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,Mathematics,['7'],Standard
6ba02461-d7cc-11e8-824f-0242ac160002,HSS-IC.B.6,Evaluate reports based on data.,Mathematics,"['9', '10', '11', '12']",Standard
6b9c1d5d-d7cc-11e8-824f-0242ac160002,5.OA.A.1,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",Mathematics,['5'],Standard
6b9ff310-d7cc-11e8-824f-0242ac160002,6.EE.B.6,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",Mathematics,['6'],Standard
6b9bcf0f-d7cc-11e8-824f-0242ac160002,K.NBT.A,Work with numbers 11—19 to gain foundations for place value.,Mathematics,['K'],Standard Grouping
6b9a556b-d7cc-11e8-824f-0242ac160002,,Circles,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6b9dd100-d7cc-11e8-824f-0242ac160002,K.OA.A.2,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem.",Mathematics,['K'],Standard
6b9d59e4-d7cc-11e8-824f-0242ac160002,5.NBT.A.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",Mathematics,['5'],Standard
6b9a5c68-d7cc-11e8-824f-0242ac160002,,Modeling with Geometry,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6ba1e7bb-d7cc-11e8-824f-0242ac160002,HSF-LE.A.1.b,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.,Mathematics,"['9', '10', '11', '12']",Standard
6b9cd178-d7cc-11e8-824f-0242ac160002,,Number & Operations in Base Ten,Mathematics,['1'],Standard Grouping
6ba18ab1-d7cc-11e8-824f-0242ac160002,4.MD.C.5.b,"*Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:* an angle that turns through $n$ one-degree angles is said to have an angle measure of $n$ degrees.",Mathematics,['4'],Standard
6b9a951f-d7cc-11e8-824f-0242ac160002,HSF-LE.B,Interpret expressions for functions in terms of the situation they model,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6b9ef36a-d7cc-11e8-824f-0242ac160002,8.F.B.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",Mathematics,['8'],Standard
6b9d86d6-d7cc-11e8-824f-0242ac160002,8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., ${\pi}^{2}$). *For example, by truncating the decimal expansion of $\sqrt{2}$, show that $\sqrt{2}$ is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations.*",Mathematics,['8'],Standard
6ba1f961-d7cc-11e8-824f-0242ac160002,HSS-MD.B.5.b,"Evaluate and compare strategies on the basis of expected values. *For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident.*",Mathematics,"['9', '10', '11', '12']",Standard
0eb54431-361c-4183-8c24-70b487e43073,HS.MP8,Look for and express regularity in repeated reasoning.,Mathematics,"['9', '10', '11', '12']",Standard
6b9d91e7-d7cc-11e8-824f-0242ac160002,HSA-REI.A.2,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.",Mathematics,"['9', '10', '11', '12']",Standard
6b9ef0eb-d7cc-11e8-824f-0242ac160002,8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology.",Mathematics,['8'],Standard
6ba1eada-d7cc-11e8-824f-0242ac160002,HSG-SRT.A.1.b,*Verify experimentally the properties of dilations given by a center and a scale factor:* the dilation of a line segment is longer or shorter in the ratio given by the scale factor.,Mathematics,"['9', '10', '11', '12']",Standard
6ba0ccae-d7cc-11e8-824f-0242ac160002,HSN-VM.C.8,"(+) Add, subtract, and multiply matrices of appropriate dimensions.",Mathematics,"['9', '10', '11', '12']",Standard
6b9a9c95-d7cc-11e8-824f-0242ac160002,HSF-TF.C,Prove and apply trigonometric identities,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6b9e9860-d7cc-11e8-824f-0242ac160002,,Geometry,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6ba03a8f-d7cc-11e8-824f-0242ac160002,1.OA.D.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. *For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 - 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.*",Mathematics,['1'],Standard
6b9c6a73-d7cc-11e8-824f-0242ac160002,HSG-C.A.1,Prove that all circles are similar.,Mathematics,"['9', '10', '11', '12']",Standard
6b9c3d7d-d7cc-11e8-824f-0242ac160002,7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,Mathematics,['7'],Standard
6b9ef861-d7cc-11e8-824f-0242ac160002,8.SP.A.4,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. *For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?*",Mathematics,['8'],Standard
6b9d73cd-d7cc-11e8-824f-0242ac160002,7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",Mathematics,['7'],Standard
6b9ebf9b-d7cc-11e8-824f-0242ac160002,2.NBT.A.4,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.",Mathematics,['2'],Standard
6b9e9ad9-d7cc-11e8-824f-0242ac160002,,Measurement & Data,Mathematics,['K'],Standard Grouping
6ba24537-d7cc-11e8-824f-0242ac160002,HSF-LE.A.1.c,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.,Mathematics,"['9', '10', '11', '12']",Standard
36efbbc0-b8fa-4608-b8f9-ef74b24c9c25,8.MP6,Attend to precision.,Mathematics,['8'],Standard
6ba0b1df-d7cc-11e8-824f-0242ac160002,8.EE.C.8,Analyze and solve pairs of simultaneous linear equations.,Mathematics,['8'],Standard
6b9f77af-d7cc-11e8-824f-0242ac160002,6.NS.C.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",Mathematics,['6'],Standard
6b9be86e-d7cc-11e8-824f-0242ac160002,2.NBT.A.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",Mathematics,['2'],Standard
6b9dbb12-d7cc-11e8-824f-0242ac160002,HSN-VM.A.2,(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.,Mathematics,"['9', '10', '11', '12']",Standard
6ba12b02-d7cc-11e8-824f-0242ac160002,6.NS.C.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., -(-3) = 3, and that 0 is its own opposite.",Mathematics,['6'],Standard
c1d376fb-8824-4089-8600-9b11944cf8d2,HS.MP6,Attend to precision.,Mathematics,"['9', '10', '11', '12']",Standard
6ba03728-d7cc-11e8-824f-0242ac160002,,Grade 6,Mathematics,['6'],Standard Grouping
590e8d5e-84cd-4b50-97f3-218568e51d61,HS.MP3,Construct viable arguments and critique the reasoning of others.,Mathematics,"['9', '10', '11', '12']",Standard
6b9d18e7-d7cc-11e8-824f-0242ac160002,8.F.B,Use functions to model relationships between quantities.,Mathematics,['8'],Standard Grouping
6ba25656-d7cc-11e8-824f-0242ac160002,3.MD.C.7.d,"Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real world problems.",Mathematics,['3'],Standard
6b9f49a3-d7cc-11e8-824f-0242ac160002,,Statistics & Probability,Mathematics,['7'],Standard Grouping
6ba1cd94-d7cc-11e8-824f-0242ac160002,8.G.A.1.b,"*Verify experimentally the properties of rotations, reflections, and translations* angles are taken to angles of the same measure.",Mathematics,['8'],Standard
6ba07a82-d7cc-11e8-824f-0242ac160002,HSG-SRT.C.7,Explain and use the relationship between the sine and cosine of complementary angles.,Mathematics,"['9', '10', '11', '12']",Standard
6b9ca5d9-d7cc-11e8-824f-0242ac160002,2.MD.D.10,"Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories. Solve simple put-together, take-apart, and compare problems using information presented in a bar graph.",Mathematics,['2'],Standard
6ba0df6b-d7cc-11e8-824f-0242ac160002,2.NBT.B.9,"Explain why addition and subtraction strategies work, using place value and the properties of operations.",Mathematics,['2'],Standard
6b9a7708-d7cc-11e8-824f-0242ac160002,HSA-REI.B,Solve equations and inequalities in one variable,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6b9bbfac-d7cc-11e8-824f-0242ac160002,8.SP.A,Investigate patterns of association in bivariate data.,Mathematics,['8'],Standard Grouping
6ba07db3-d7cc-11e8-824f-0242ac160002,HSN-CN.C.7,Solve quadratic equations with real coefficients that have complex solutions.,Mathematics,"['9', '10', '11', '12']",Standard
6b9e283e-d7cc-11e8-824f-0242ac160002,4.MD.A.3,"Apply the area and perimeter formulas for rectangles in real world and mathematical problems. *For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an unknown factor.*",Mathematics,['4'],Standard
6ba014b5-d7cc-11e8-824f-0242ac160002,HSG-GPE.B.6,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,Mathematics,"['9', '10', '11', '12']",Standard
7b025668-d9c1-40dc-99f9-8d58a2b647d5,3.MP4,Model with mathematics.,Mathematics,['3'],Standard
6ba02a8f-d7cc-11e8-824f-0242ac160002,HSS-MD.B.6,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).",Mathematics,"['9', '10', '11', '12']",Standard
6b9b22d9-d7cc-11e8-824f-0242ac160002,,Ratios & Proportional Relationships,Mathematics,['6'],Standard Grouping
6b9f7d68-d7cc-11e8-824f-0242ac160002,7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",Mathematics,['7'],Standard
6ba176a2-d7cc-11e8-824f-0242ac160002,K.CC.B.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",Mathematics,['K'],Standard
6b9c70b3-d7cc-11e8-824f-0242ac160002,HSG-GMD.A.1,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone.",Mathematics,"['9', '10', '11', '12']",Standard
03e2d01e-b2f6-11e9-9081-0242ac150005,MS-LS4-4,Construct an explanation based on evidence that describes how genetic variations of traits in a population increase some individuals’ probability of surviving and reproducing in a specific environment.,Science,"['6', '7', '8']",Standard
03e52e4a-b2f6-11e9-a31e-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e3aaac-b2f6-11e9-acac-0242ac150005,PS4.B,Electromagnetic Radiation,Science,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Other
03e273c6-b2f6-11e9-81d2-0242ac150005,K-PS3,Energy,Science,['K'],Standard Grouping
03e279a2-b2f6-11e9-a43a-0242ac150005,K-LS1-1,Use observations to describe patterns of what plants and animals (including humans) need to survive.,Science,['K'],Standard
03e55e42-b2f6-11e9-baae-0242ac150005,,Science knowledge helps us know about the world.,Science,"['K', '1', '2']",Other
03e2880c-b2f6-11e9-b489-0242ac150005,2-LS2-1,Plan and conduct an investigation to determine if plants need sunlight and water to grow.,Science,['2'],Standard
03e54948-b2f6-11e9-9641-0242ac150005,,Crosscutting Concepts - Science is a Human Endeavor,Science,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",
03e3e922-b2f6-11e9-953b-0242ac150005,,"Species become extinct because they can no longer survive and reproduce in their altered environment. If members cannot adjust to change that is too fast or drastic, the opportunity for the species’ evolution is lost.",Science,"['9', '10', '11', '12']",Standard
03e566c6-b2f6-11e9-a282-0242ac150005,,"Men and women from different social, cultural, and ethnic backgrounds work as scientists and engineers.",Science,"['6', '7', '8']",Other
03e388a6-b2f6-11e9-a53b-0242ac150005,,"Electric and magnetic forces between a pair of objects do not require that the objects be in contact. The sizes of the forces in each situation depend on the properties of the objects and their distances apart and, for forces between two magnets, on their orientation relative to each other.",Science,"['3', '4', '5']",Standard
03e501c2-b2f6-11e9-8ab1-0242ac150005,,Elementary School (3-5),Science,"['3', '4', '5']",Standard Grouping
03e3ab4c-b2f6-11e9-bc24-0242ac150005,,"Some materials allow light to pass through them, others allow only some light through and others block all the light and create a dark shadow on any surface beyond them, where the light cannot reach. Mirrors can be used to redirect a light beam. (Boundary: The idea that light travels from place to place is developed through experiences with light sources, mirrors, and shadows, but no attempt is made to discuss the speed of light.)",Science,"['K', '1', '2']",Standard
03e43300-b2f6-11e9-ac4d-0242ac150005,,Patterns can be used as evidence to support an explanation.,Science,"['3', '4', '5']",Standard
03e4bf82-b2f6-11e9-9248-0242ac150005,,"Science investigations use a variety of methods, tools, and techniques.",Science,"['3', '4', '5']",Other
03e32c44-b2f6-11e9-b343-0242ac150005,,Apply scientific ideas to solve design problems.,Science,"['3', '4', '5']",Standard
03e43e7c-b2f6-11e9-837d-0242ac150005,,Elementary School (3-5),Science,"['3', '4', '5']",Standard Grouping
03e2c51a-b2f6-11e9-9e2a-0242ac150005,MS-LS1,From Molecules to Organisms: Structures and Processes,Science,"['6', '7', '8']",Standard Grouping
03e28a32-b2f6-11e9-8a85-0242ac150005,2-LS4-1,Make observations of plants and animals to compare the diversity of life in different habitats.,Science,['2'],Standard
03e3f6ba-b2f6-11e9-804b-0242ac150005,,"Kepler’s laws describe common features of the motions of orbiting objects, including their elliptical paths around the sun. Orbits may change due to the gravitational effects from, or collisions with, other objects in the solar system.",Science,"['9', '10', '11', '12']",Standard
03e3d144-b2f6-11e9-93aa-0242ac150005,,Biodiversity describes the variety of species found in Earth’s terrestrial and oceanic ecosystems. The completeness or integrity of an ecosystem’s biodiversity is often used as a measure of its health.,Science,"['6', '7', '8']",Standard
03e294dc-b2f6-11e9-9918-0242ac150005,3-LS3-1,Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms.,Science,['3'],Standard
03e3e77e-b2f6-11e9-af20-0242ac150005,,"Natural selection leads to adaptation, that is, to a population dominated by organisms that are anatomically, behaviorally, and physiologically well suited to survive and reproduce in a specific environment. That is, the differential survival and reproduction of organisms in a population that have an advantageous heritable trait leads to an increase in the proportion of individuals in future generations that have the trait and to a decrease in the proportion of individuals that do not.",Science,"['9', '10', '11', '12']",Standard
03e2e702-b2f6-11e9-abaa-0242ac150005,HS-PS2-3,"Apply science and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.",Science,"['9', '10', '11', '12']",Standard
03e3c71c-b2f6-11e9-8a26-0242ac150005,,Plants depend on water and light to grow.,Science,"['K', '1', '2']",Standard
03e2e02c-b2f6-11e9-84e7-0242ac150005,HS-PS1-1,Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.,Science,"['9', '10', '11', '12']",Standard
03e3b0ce-b2f6-11e9-b2e9-0242ac150005,,People also use a variety of devices to communicate (send and receive information) over long distances.,Science,"['K', '1', '2']",Standard
03e40646-b2f6-11e9-91d2-0242ac150005,,"Water continually cycles among land, ocean, and atmosphere via transpiration, evaporation, condensation and crystallization, and precipitation, as well as downhill flows on land.",Science,"['6', '7', '8']",Standard
03e481fc-b2f6-11e9-980b-0242ac150005,,"Communicate scientific and/or technical information orally and/or in written formats, including various forms of media and may include tables, diagrams, and charts.",Science,"['3', '4', '5']",Standard
03e39b3e-b2f6-11e9-b28f-0242ac150005,,A bigger push or pull makes things speed up or slow down more quickly.,Science,"['K', '1', '2']",Standard
03e3a372-b2f6-11e9-854f-0242ac150005,,Solar cells are human-made devices that likewise capture the sun’s energy and produce electrical energy.,Science,"['9', '10', '11', '12']",Standard
03e53944-b2f6-11e9-8384-0242ac150005,,Elementary School (3-5),Science,"['3', '4', '5']",Standard Grouping
03e53be2-b2f6-11e9-8f76-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e38c20-b2f6-11e9-a636-0242ac150005,,"Forces at a distance are explained by fields (gravitational, electric, and magnetic) permeating space that can transfer energy through space. Magnets or electric currents cause magnetic fields; electric charges or changing magnetic fields cause electric fields.",Science,"['9', '10', '11', '12']",Standard
03e5024e-b2f6-11e9-aa34-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e49cfa-b2f6-11e9-913d-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e3316c-b2f6-11e9-b1e8-0242ac150005,,"Undertake a design project, engaging in the design cycle, to construct and/or implement a solution that meets specific design criteria and constraints.",Science,"['6', '7', '8']",Standard
03e30d22-b2f6-11e9-9156-0242ac150005,HS-ETS1,Engineering Design,Science,"['9', '10', '11', '12']",Standard Grouping
03e40d1c-b2f6-11e9-88d0-0242ac150005,,"The foundation for Earth’s global climate systems is the electromagnetic radiation from the sun, as well as its reflection, absorption, storage, and redistribution among the atmosphere, ocean, and land systems, and this energy’s re-radiation into space.",Science,"['9', '10', '11', '12']",Standard
03e3ac82-b2f6-11e9-bcc9-0242ac150005,,"When light shines on an object, it is reflected, absorbed, or transmitted through the object, depending on the object’s material and the frequency (color) of the light.",Science,"['6', '7', '8']",Standard
03e2d85c-b2f6-11e9-bc66-0242ac150005,MS-ESS2-6,Develop and use a model to describe how unequal heating and rotation of the Earth cause patterns of atmospheric and oceanic circulation that determine regional climates.,Science,"['6', '7', '8']",Standard
03e4b848-b2f6-11e9-9949-0242ac150005,,Science and technology support each other.,Science,"['3', '4', '5']",Other
03e454ca-b2f6-11e9-b4a6-0242ac150005,,Engineering advances have led to important discoveries in virtually every field of science and scientific discoveries have led to the development of entire industries and engineered systems.,Science,"['6', '7', '8']",Other
03e4ceb4-b2f6-11e9-96aa-0242ac150005,,Science disciplines share common rules of evidence used to evaluate explanations about natural systems.,Science,"['9', '10', '11', '12']",Other
03e56a86-b2f6-11e9-9d31-0242ac150005,,Science limits its explanations to systems that lend themselves to observation and empirical evidence.,Science,"['6', '7', '8']",Other
03e373b6-b2f6-11e9-8caf-0242ac150005,,Each pure substance has characteristic physical and chemical properties (for any bulk quantity under given conditions) that can be used to identify it.,Science,"['6', '7', '8']",Standard
03e41910-b2f6-11e9-ac31-0242ac150005,,"Things that people do to live comfortably can affect the world around them. But they can make choices that reduce their impacts on the land, water, air, and other living things.",Science,"['K', '1', '2']",Standard
03e4af10-b2f6-11e9-962f-0242ac150005,,Feedback (negative or positive) can stabilize or destabilize a system.,Science,"['9', '10', '11', '12']",Standard
03e53a52-b2f6-11e9-8233-0242ac150005,,High School (9-12),Science,"['9', '10', '11', '12']",Standard Grouping
03e520ee-b2f6-11e9-a2a4-0242ac150005,,Elementary School (3-5),Science,"['3', '4', '5']",Standard Grouping
03e50492-b2f6-11e9-807e-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e4f42a-b2f6-11e9-a391-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e2c6aa-b2f6-11e9-b53c-0242ac150005,MS-LS1-4,Use argument based on empirical evidence and scientific reasoning to support an explanation for how characteristic animal behaviors and specialized plant structures affect the probability of successful reproduction of animals and plants respectively.,Science,"['6', '7', '8']",Standard
03e30732-b2f6-11e9-b555-0242ac150005,HS-ESS2-5,Plan and conduct an investigation of the properties of water and its effects on Earth materials and surface processes.,Science,"['9', '10', '11', '12']",Standard
03e37fd2-b2f6-11e9-97c5-0242ac150005,PS1.C,Nuclear Processes,Science,"['9', '10', '11', '12']",Other
03e3820c-b2f6-11e9-a86e-0242ac150005,,Pushing or pulling on an object can change the speed or direction of its motion and can start or stop it.,Science,"['K', '1', '2']",Standard
03e5687e-b2f6-11e9-978f-0242ac150005,,Science assumes consistent patterns in natural systems.,Science,"['3', '4', '5']",Other
03e53ad4-b2f6-11e9-96f6-0242ac150005,,Primary School (K-2),Science,"['K', '1', '2']",Standard Grouping
03e2f134-b2f6-11e9-992e-0242ac150005,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,Science,"['9', '10', '11', '12']",Standard
03e4cafe-b2f6-11e9-804d-0242ac150005,,Science knowledge is based upon logical and conceptual connections between evidence and explanations.,Science,"['6', '7', '8']",Other
03e4fcf4-b2f6-11e9-9c82-0242ac150005,,Elementary School (3-5),Science,"['3', '4', '5']",Standard Grouping
03e3652e-b2f6-11e9-9611-0242ac150005,,Decide if qualitative or quantitative data are best to determine whether a proposed object or tool meets criteria for success.,Science,"['3', '4', '5']",Standard
03e49066-b2f6-11e9-b999-0242ac150005,,"The significance of a phenomenon is dependent on the scale, proportion, and quantity at which it occurs.",Science,"['9', '10', '11', '12']",Standard
03e4bc80-b2f6-11e9-8b65-0242ac150005,,Practices - Scientific Investigations Use a Variety of Methods,Science,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",
03e379f6-b2f6-11e9-98a3-0242ac150005,PS1.B,Chemical Reactions,Science,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Other
03e55758-b2f6-11e9-97d1-0242ac150005,,"Science and technology may raise ethical issues for which science, by itself, does not provide answers and solutions.",Science,"['9', '10', '11', '12']",Other
03e281c2-b2f6-11e9-b12d-0242ac150005,1-LS3-1,"Make observations to construct an evidence-based account that young plants and animals are like, but not exactly like, their parents.",Science,['1'],Standard
03e2a0c6-b2f6-11e9-8262-0242ac150005,4-PS4-2,Develop a model to describe that light reflecting from objects and entering the eye allows objects to be seen.,Science,['4'],Standard
03e39152-b2f6-11e9-8df6-0242ac150005,,"Temperature is not a measure of energy; the relationship between the temperature and the total energy of a system depends on the types, states, and amounts of matter present.",Science,"['6', '7', '8']",Standard
03e282e4-b2f6-11e9-9350-0242ac150005,1-ESS1-1,"Use observations of the sun, moon, and stars to describe patterns that can be predicted.",Science,['1'],Standard
03e3d252-b2f6-11e9-b841-0242ac150005,,"Moreover, anthropogenic changes (induced by human activity) in the environment—including habitat destruction, pollution, introduction of invasive species, overexploitation, and climate change—can disrupt an ecosystem and threaten the survival of some species.",Science,"['9', '10', '11', '12']",Standard
03e2c95c-b2f6-11e9-85e2-0242ac150005,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Science,"['6', '7', '8']",Standard
03e4ce14-b2f6-11e9-a129-0242ac150005,,Science knowledge is based on empirical evidence.,Science,"['9', '10', '11', '12']",Other
03e4fd8a-b2f6-11e9-898e-0242ac150005,,Middle School (6-8),Science,"['6', '7', '8']",Standard Grouping
03e35cc8-b2f6-11e9-b002-0242ac150005,,Make predictions about what would happen if a variable changes.,Science,"['3', '4', '5']",Standard
03e2955e-b2f6-11e9-bc39-0242ac150005,3-LS3,Heredity: Inheritance and Variation of Traits,Science,['3'],Standard Grouping
03e562e8-b2f6-11e9-bc8e-0242ac150005,,"Science distinguishes itself from other ways of knowing through use of empirical standards, logical arguments, and skeptical review.",Science,"['9', '10', '11', '12']",Other
03e2f3e6-b2f6-11e9-830b-0242ac150005,HS-LS2-1,Use mathematical and/or computational representations to support explanations of factors that affect carrying capacity of ecosystems at different scales.,Science,"['9', '10', '11', '12']",Standard
03e556cc-b2f6-11e9-8540-0242ac150005,,High School (9-12),Science,"['9', '10', '11', '12']",Standard Grouping
03e3d57c-b2f6-11e9-a226-0242ac150005,LS3.A,Inheritance of Traits,Science,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Other
03e470cc-b2f6-11e9-8d0a-0242ac150005,,Analyze data from tests of an object or tool to determine if it works as intended.,Science,"['K', '1', '2']",Standard
03e2d3de-b2f6-11e9-a091-0242ac150005,MS-ESS1-3,Analyze and interpret data to determine scale properties of objects in the solar system.,Science,"['6', '7', '8']",Standard
03e35b2e-b2f6-11e9-b3b8-0242ac150005,,Planning and Carrying Out Investigations,Science,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Standard
