identifier,name,description
627bb7cb-2ab9-5511-ad64-2b9c46e23791,,Explain in context the difference between values describing a population and a sample
0e57edd9-70a2-5d34-857e-2c0a425b1d5b,,Solve multi-variable formulas or literal equations for a specific variable
e54f0821-72ec-5763-8693-2234bc2e485a,,Identify a quantity of interest in a formula or equation from context
1f109af5-22d6-57a0-bab4-63d85ec11d3b,,Relate counting back to subtraction
60239d6d-2bc9-5956-8716-2e6ddfc2550d,,Relate counting on to addition
30cb9458-ac56-54e2-b224-3a0709d21627,,Graph functions expressed symbolically to show and identify key features of the graph relevant to the function's type
51469e20-dbab-5247-b3be-a5452460b966,,Graph functions expressed symbolically by hand in simple cases
7f7d6ef9-b54d-582c-907b-db1ffb5850f7,,Graph functions expressed symbolically using technology for complex cases
999c4807-70c1-5bdf-8c7d-ee8beb2ad82e,,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases."
b515631a-0485-577f-a53d-11d0e0859b71,,Identify key features of the graph of a function that are relevant to function's type
14fb1a65-05da-573a-98ae-5d0d33cdf338,,"Write time given a description (e.g., ""half past nine in the morning"")"
1b10f858-b501-5d7c-bbc9-6fbd863179e4,,Tell time in half-hours using digital clocks
556c85d1-b688-58b0-a67f-347202c179f2,,Tell time in half-hours using analog clocks
ac90984d-aae2-5479-b7c9-3f72d09d541d,,Write time in half-hours on an analog clock
ae4b7aec-06ac-5a2b-8f4a-e03e4d768960,,Write time in hours on an analog clock
de9193f8-9bff-5cb7-9f58-8081dbcd2cf1,,Tell time in hours using analog clocks
f75162b7-7e3b-57fc-8ba7-336dca708ae6,,Tell time in hours using digital clocks
115636bf-01c2-5c26-be47-a29f933a2974,,Identify an expression that records operations with numerical values and with letters standing for numbers for a given phrase
16e16ca9-6704-56a1-b0f9-04d9fd582f4a,,Write an expression to record operations with numerical values and with letters standing for numbers for a given phrase
ced6fc6b-dfd9-56c0-b8b2-7f7c72b8bfc7,,"Identify a phrase that describes a given expression with operations, numerical values and with letters standing for numbers"
878b4170-9959-5426-85b3-15430d460444,,Decompose exponential expressions and make sense of the multiple factors and terms by explaining the meaning of the individual parts
b829c1fc-1e3f-5320-90d3-35f9f04a3fd2,,Decompose linear expressions and make sense of the multiple factors and terms by explaining the meaning of the individual parts
d9cf4e87-f369-5279-a10b-b1fcce9958cb,,Decompose square root expressions and make sense of the multiple factors and terms by explaining the meaning of the individual parts
e1bd7dfc-eb11-594f-ac37-570401a0c9b2,,Decompose expressions and make sense of the multiple factors and terms by explaining the meaning of the individual parts
f69306a9-377d-5bd4-8f36-7b3654487856,,Decompose quadratic expressions and make sense of the multiple factors and terms by explaining the meaning of the individual parts
0fd18a8e-496e-5105-89a5-17a62731dd60,,Construct a regular hexagon inscribed in a circle
907de68b-b4af-52fb-8637-852a40afe899,,Construct an equilateral triangle inscribed in a circle
d2299d93-3625-575f-9d6c-c06c39326c8c,,Construct a square inscribed in a circle
0e19bb1d-1e7c-51af-8a86-99a606168194,,Use a quadratic function fitted to data to predict values
63426edb-dae6-541f-b0da-6bc1ed549e65,,Use a linear function fitted to data to predict values
6a7b6066-843d-5b94-b1d4-6cabf39c8a27,,Use an exponential function fitted to data to predict values
b0c74b75-f242-5dd6-a01b-5973c43697fa,,Categorize the relationship in a scatterplot as linear
c1f8fc7f-1435-5155-9dc4-56334b5f40de,,Categorize the relationship in a scatterplot as quadratic
c8f06609-5e9b-53f2-a23c-577ccffef3aa,,Categorize the relationship in a scatterplot as exponential
4210922b-c405-5e70-88ec-39c36d8f3a15,,"Find probabilities of compound events, including those without replacement"
636dbe08-2937-576c-b306-64bca3e61563,,Find probabilities of compound independent events
ee5762ce-52af-5e07-bf25-d57c60102af2,,"Find probabilities of compound independent events, limited to two repetitions"
96be5b29-ad00-5063-b1ae-ea624857fc93,,Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring
f9c7d91a-a6f0-5754-a100-3f0f7f60ad6a,,"Interpret smaller probabilities as less likely and larger probabilities as more likely, including probabilities near 0.5 as equally likely"
2aecfdc6-4f8a-522d-9798-bf9c2137a56a,,"Use addition and subtraction within 1,000 and multiplication and division within 100 to solve two step real- world problems"
88ab95a4-fd3f-59da-9dcc-e5b0afb7220d,,Explain whether or not the answer to a two-step word problem is reasonable
e434c015-14bf-5d3c-9337-aece5b394806,,Represent a two-step word problem using equations with a letter standing for the unknown quantity
04f474e5-7fba-5265-aca9-283bd210bf1a,,Graph linear equations in two variables on a coordinate plane and label the axes and scales
07d9aa83-5ec1-5f71-a550-5d364fa8f5c5,,Create absolute value equations in two variables to represent relationships between quantities
0c67925f-3f8b-562f-a99f-a30c97978443,,Graph polynomial equations in two variables on a coordinate plane and label the axes and scales
14b00afa-2e39-538f-8562-b8e7aecd2876,,Create linear equations in two variables to represent relationships between quantities
1c952604-fd9c-581f-bf9b-75117c17156b,,Graph exponential equations in two variables on a coordinate plane and label the axes and scales
4ee9cb16-74a0-565f-bc62-fd4ed570049f,,Graph rational equations in two variables on a coordinate plane and label the axes and scales
6bf6799e-a1eb-5864-b27b-1c9829dbc17a,,Create quadratic equations in two variables to represent relationships between quantities
89b78783-0d0d-5f1a-9800-319ec791b285,,Create exponential equations in two variables to represent relationships between quantities
8f3e3e48-e973-5404-9b7f-fae1516d227c,,Create radical equations in two variables to represent relationships between quantities
9d75b4ff-8d69-52a1-bf88-af853de162f1,,Graph equations in two variables on a coordinate plane and label the axes and scales
aa9879eb-b19a-5013-b169-1d2889ae5547,,Create inverse variation equations in two variables to represent relationships between quantities
accfd24a-c94f-5554-a11d-6c45af09a191,,Create rational equations in two variables to represent relationships between quantities
b4945d9f-f908-5083-bff9-67ffe069256f,,Graph absolute value equations in two variables on a coordinate plane and label the axes and scales
b7b122ce-6695-5db2-b08c-d893f930407e,,Graph quadratic equations in two variables on a coordinate plane and label the axes and scales
c29db000-cf34-5ba6-82b7-115382449cce,,Graph square root equations in two variables on a coordinate plane and label the axes and scales
ed44c755-4b22-55bc-9a3f-009ef0939f47,,Create polynomial equations in two variables to represent relationships between quantities
ef5a2ffd-ddcc-500e-befa-db19b375e8b3,,Create square root equations in two variables to represent relationships between quantities
f131ee01-191f-5d95-9aba-c33370f34607,,Graph inverse variation equations in two variables on a coordinate plane and label the axes and scales
05283aa2-d294-5f59-93ee-ac361e3a10f7,,"Find whole number quotients of whole numbers with four-digit dividends and two-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division"
3e1d35e9-e0f1-5389-88fc-f3075ab1e682,,Use models to explain the division of whole numbers with four-digit dividends and two-digit divisors
5a571ee0-155d-59ad-82be-de0386ce7787,,Use models to explain the division of whole numbers with three-digit dividends and two-digit divisors
e8d8c43a-3608-51dd-86ad-db49bcafef64,,"Find whole number quotients of whole numbers with three-digit dividends and two-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division"
3c246ea9-f08e-54b9-bd15-215d8d65a7f3,,"Use the trigonometric ratio tangent to solve real-world problems, including finding lengths and angles"
6c2491eb-c484-53b2-a87a-46ec6cf28a39,,"Use the trigonometric ratio sine to solve real-world problems, including finding lengths and angles"
c5c0a70e-1996-5120-8cba-28ae321145a5,,Use trigonometric ratios and the Pythagorean Theorem to solve real world problems
fdde33e9-c1f6-565c-bdde-91cd67eadebb,,"Use the trigonometric ratio cosine to solve real-world problems, including finding lengths and angles"
99c37ca4-2b69-5a5e-a902-71fe2d8de899,,Use multiplication and addition to find the area of rectangles
2c949616-3412-5fdc-b4cb-e87b4e5c1b62,,Factor rational expressions given as a(x)/b(x) to rewrite them in the form q(x) + r(x)/b(x)
505a4a25-d5e6-57f3-a35c-b12fb85c4abf,,"Determine the quotient of a third or fourth degree polynomial divided by a first degree polynomial, including using polynomial division"
74de4ebf-1b04-58f3-872f-0a8b8d743ffd,,"Use polynomial division (long or synthetic division) to rewrite a quotient of two polynomials, a(x)/b(x), in the form q(x) + r(x)/b(x)"
87b3b10f-8d3a-5489-8387-6808d065bb7b,,"Determine the quotient of a third or fourth degree polynomial divided by a second degree polynomial, including using polynomial division"
24b6a84f-6d61-5663-986d-2494dcef865a,,"Recognize a data distribution that is symmetric, skewed left, or skewed right"
ee7501cd-3428-5e0b-944e-8ccaba003efd,,"Describe the distribution of data using center, spread, and shape"
1843505b-35bc-56d7-944c-cfeefea076e3,,"Solve one-step division problems, limited to dividends through 50 and divisors and quotients through 10"
20682b11-0e81-51cf-9ffb-f000d68d654e,,Use equations with a symbol for the unknown number to represent multiplication problems up to and including 10x10
2b280d60-f1bf-5180-8096-ac41cfb17af9,,Solve one-step multiplication problems up to and including 10x10
754f84dd-6ef1-5fa2-800c-c395acbbbdf6,,Solve one-step division problems within 100
8f411df0-e179-5681-b1c9-2f16e30c8963,,Use equations with a symbol for the unknown number to represent division problems
94a5a051-a4cc-5fd1-94d0-de700afdc3cc,,"Use equations with a symbol for the unknown number to represent division problems, limited to dividends through 50 and divisors and quotients through 10"
b725844d-8c82-5f03-a390-57742f952fbb,,Use equations with a symbol for the unknown number to represent multiplication problems
fc8751b8-eead-5df5-aef4-c0ada3144ce5,,Solve one-step multiplication problems within 100
fd96dd04-5595-57a9-a39f-6de96df8b471,,"Know that a solid figure which can be packed without gaps or overlaps using ""n"" unit cubes is said to have a volume of ""n"" cubic units"
2e096f03-a826-5c20-8949-7d6ffe722715,,"Given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent"
ab111ead-549b-5e07-81b4-bc2b871f7c6d,,Use descriptions of rigid motion and transformed geometric figures to predict the effects rigid motion has on figures in the coordinate plane
aa837920-bc93-5452-9fe7-46e9485bd41e,,Use multiplication to find the area of a rectangle with whole number side lengths in the context of solving real-world problems
b0653180-c227-5365-9e66-b04670ea3f2c,,Use multiplication to find the area of a rectangle with whole number side lengths in the context of solving mathematical problems
d5edcb0c-eeb1-57cb-a964-6474fc74c6be,,Represent whole number products as rectangular areas
d216f096-5667-5021-aa76-67ba7f7a54a9,,Use coordinate geometry and the distance formula to find the areas of triangles and rectangles
e9f7274e-1759-505f-ac3f-771d5778c809,,Use coordinate geometry and the distance formula to find the perimeters of polygons
4e0c0405-d74c-58b0-9c00-b00ac26d06aa,,Understand area is the number of square units needed to cover a plan figure without gaps or overlaps
0b3d5360-e97b-50b5-abb2-89c1b8c03116,,"Given a two-digit number, decompose it into its tens and ones"
d3bc2b34-9e83-537c-ad57-602c18794b88,,"Given the number of tens and ones, write a two-digit number"
0070d7c9-1b68-571b-a80c-734c63df2bf6,,Represent proportional relationships with equations
36effa5a-8a01-552a-9729-603d6d78a796,,Use scientific notation to estimate very large or very small quantities
52599614-cfa6-5d91-bb10-6ff82e571f6e,,"Compare quantities using multiplicative comparison, scientific notation, and properties of integer exponents"
97d917b6-9905-55d0-982c-0be3b3ed40d5,,Compare  the relative size of two quantities expressed in scientific notation
30e9942d-6877-5459-9fa6-e07e13a1c985,,Build a function that models a relationship between two quantities by combining two linear functions with multiplication
4efbf10e-dd79-5034-8ebf-182216862c61,,Combine standard function types using arithmetic operations
da61c34d-5697-540c-a892-dffc1e8c48cc,,"Build a function that models a relationship between two quantities by combining linear, exponential, or quadratic functions with subtraction"
f25f2a49-dc42-5704-9c8c-232135b49a8b,,"Build a function that models a relationship between two quantities by combining linear, exponential, or quadratic functions with addition."
3e117ec0-15e3-504c-9492-f689213dd079,,"Find the circumference of a circle to solve problems, including by using the formula for circumference of a circle"
a6134b89-4846-52b1-8df2-7fc536318e85,,"Find the area of a circle to solve problems, including by using the formula for area of a circle"
b220156e-617e-51b1-8609-091e4d92db9e,,Give an informal derivation of the relationship between the circumference and area of a circle
00f08b4d-704e-50c0-92bf-80f901bdbbe0,,Find the arc length of a circle
0213c6a8-5863-581e-ac02-a48230e6e7d6,,"Use similarity to derive the fact that the length of the arc intercepted by an angle is proportional to the radius, identifying the constant of proportionality as the radian measure of the angle"
49644f84-e7cd-5c6f-a8b4-63781e00dea1,,Find the radius of a sector of a circle
9b0c2564-48f4-5370-93fd-4b9db86ec254,,"Using similarity, derive the formula for the area of a sector"
ab08d067-b953-59e5-bf08-50c1afbb2492,,Find the area of a sector in a circle
e378dcff-636b-5509-ad95-cbd66c802cbe,,Find the central angle of a sector of a circle
58f43fbb-40ce-5b02-b1d9-246a95c05eed,,Use the zeros of a polynomial function to sketch a graph of the function
c49490d5-692d-51f6-a8ae-8a3acaa4f1ff,,Identify the zeros of a polynomial function
26d22200-e9bb-556c-81c1-c35a4c64a225,,Recognize that the center of a data set can be described with a single number
d6f0d3bc-e9a8-5d0c-ae9e-f04c04660fad,,Recognize that the variation of a data set can be described with a single number
f6b991bd-d534-5502-9a22-b0bc2f095797,,Recognize that the distribution of a data set can be described with a single number
0abcb12c-f1c1-505b-9268-dd5c43fa14ad,,Predict the approximate relative frequency given the probability
5069fa38-0a9f-5c54-9c00-69c2d65c0042,,Understand that more trials of a chance experiment will increase the accuracy of the probability estimate generated
18fca54d-8944-5dd1-bb11-0348131e71af,,"Fluently subtract within 1,000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction"
f7731421-c574-506a-ac2d-09672132c477,,"Fluently add within 1,000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction"
1c46a8a2-131c-5d15-96a4-6c65e6545627,,Graph the solution set to a system of linear inequalities in two variables as the intersection of their corresponding half-planes
f0467c66-037a-5a09-89b4-781a8f881272,,"Graph the solutions to a linear inequality in two variables as a half-plane, excluding the boundary for non-inclusive inequalities"
47943e2b-fe2b-5245-8b98-5eb587151b39,,Solve a linear equation with rational coefficients
a970bd5f-0acf-5059-a2c1-1b78df137c2c,,Complete the square to re-express a quadratic equation in vertex form (x - p)^2 = q
ab37d378-5ce6-5257-87e0-0c433a48c1be,,Use completing the square to derive the quadratic formula
5926d81a-f01e-5c8b-9ae9-e0c261fe5687,,Use coordinate geometry to prove geometric theorems algebraically
9f361543-68e4-5b9e-9a76-1293998e9aa2,,Use coordinate geometry to prove whether a given point lies on a given circle in the coordinate plane
ce8cd91e-7d66-5511-96fa-3e75b06b2eec,,Use coordinate geometry to prove the identity and features of a figure defined by a set of points in the coordinate plane
8e0a9454-edb3-5fb9-be8a-c0f50cff2a4c,,Use the signs of numbers in ordered pairs to identify when two ordered pairs represent reflections across one or both axes
ef1f09b2-f01e-5045-8446-28d6c9f74463,,Use the signs of numbers in an ordered pair to identify the quadrant of the point
144e6781-5e84-586c-ae44-55677e9e6b84,,Identify the zeros of a polynomial function when suitable factorizations are available
376a7990-f411-559c-9a32-a2108478b0de,,"Graph polynomial functions, showing end behavior "
58396008-c5a2-54c8-89e7-d50965626545,,Demonstrate the inverse relationship between exponential and logarithmic functions algebraically
9eda3ea4-ae93-59ef-940b-d17152c35ae9,,Demonstrate the inverse relationship between exponential and logarithmic functions graphically
be8712d7-2539-5bdf-bd3b-291f0f83ad8e,,Use the inverse relationship between exponential and logarithmic functions to solve problems
2ad87414-627a-5b7c-90be-1106bc4c6876,,Summarize numerical data sets in relation to their context by calculating quantitative measures of center (median and/or mean)
3280abf4-84e7-5306-88cf-450d79801840,,Summarize numerical data sets in relation to their context by calculating quantitative measures of variability (interquartile range and/or mean absolute deviation)
dc8ffe80-1dcf-5fa1-9a23-c7df7a4ab6bf,,Describe any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered
0c3f03b8-3989-5489-aa86-b9a63953e545,,Fluently divide a multi-digit decimal by a whole number
3b40f296-3bd8-5986-b5a4-52cb04f8c7eb,,Fluently divide multi-digit decimals using the standard algorithm
95700724-a655-5092-ae09-41e4ed0b48c2,,Fluently divide a whole number by a multi-digit decimal
a58918aa-f725-5a4c-a902-decd4a759336,,Fluently subtract multi-digit decimals using the standard algorithm
d04b3e78-76db-568d-aeb2-b575eeac1664,,Fluently add multi-digit decimals using the standard algorithm
e14eddf0-cf6b-5692-ab30-81f5995f4754,,Fluently multiply multi-digit decimals using the standard algorithm
2ee8400d-3411-58e8-a98b-bcba2552bd88,,Represent sample spaces for compound events
8eb843cd-7e65-5388-9099-6bad50a3e99d,,"Represent sample spaces for compound events, limited to two repetitions of the experiment"
e7cdb75c-feda-56cb-aaa8-36eb7c2186db,,Identify the outcomes in the sample space which compose the event
25cdf64d-beaf-5708-af8e-c16c1d1b4658,,Find the probability of simple events where all outcomes are not equal
ea0959ab-0e0f-53eb-9eb9-aa7ec5f70750,,Develop a probability model based on observed frequencies
2a983386-31d7-5cba-b407-e899138a48f2,,Interpret the meaning of a linear correlation coefficient in the context of the data
b40a23af-76bf-5a22-b2b9-f7b1d27ea17b,,Compute the correlation coefficient for a linear association using technology (including finding this from a computer read-out)
53b239c4-bbbf-50ca-805a-b0b5c589f022,,Identify the zeros of a function defined by a quadratic expression through factoring
89674cb1-f3ec-5b43-97c7-44f8d5225bd2,,Factor a quadratic expression with real factors in order to reveal the zeros of the function it defines
2b3665ac-d9e0-54e1-bc8f-be3b991d7038,,Identify whether a context can be modeled with a linear or exponential function
91491da3-9203-5f7b-85f2-6747ae2ae03f,,"Transform a geometric figure given a rotation, reflection, or translation using graph paper, tracing paper, or geometric software, including given the transformation in coordinate notation"
f4c93509-ef68-5e1a-bbfe-d61e21483395,,Create sequences of transformations that map a geometric figure onto itself and another geometric figure using coordinate notation
fe6330af-bd2c-513f-ba16-06bcbf391c2f,,Create sequences of transformations that map a geometric figure on to itself and another geometric figure
567ffbd5-3542-5d93-b20c-c2cc6c49fc85,,Round whole numbers to the nearest 10
b490803e-afb4-5f17-bbb7-adc6dea6a633,,Round whole numbers to the nearest 100
c9115f50-0864-570e-9dc1-e6d3d9d6dad8,,Round whole numbers within 100 to the nearest 10
c1e5babb-4a2b-5244-9afd-6c4f621c8f39,,Evaluate and explain the effectiveness and differences in two treatments based on data from randomized experiments
d636632c-8847-58fc-a6b1-ccb240339af2,,Use simulations to generate data simulating application of two treatments
4292852f-367e-52cb-bfe2-9f1228e5b100,,Determine the accuracy of values based on their limitations in the context of the situation
3b089bbf-ae8f-59a2-a411-1c6c73fda167,,"Skip-count, including by 5s, 10s, and 100s"
49fe9974-5900-5d38-9545-7fb5761b9c48,,"Count within 1,000"
2f9bf4e6-fb1f-57ba-bc31-9cc55f3e652d,,Directly compare two objects with a measurable attribute in common to see which has less of the attribute and describe the difference
4f7b7e82-c3e6-5f78-bd6c-761f761ba877,,Directly compare two objects with a measurable attribute in common to see which has more of the attribute and describe the difference
75eff216-55f7-51af-8b85-f8b7ef34105a,,Directly compare two objects with a measurable attribute in common to see which has less of the attribute
7e7f1a54-f54b-5cd1-bdd0-a091779217db,,Describe the difference between two directly compared objects that share a measurable attribute in common
fbd247f1-b812-5480-8711-a13f1ce8ed17,,Directly compare two objects with a measurable attribute in common to see which has more of the attribute
33922a0f-8f0f-57b2-83a4-9d81d8b00054,,"Represent a fraction 1/b with a model, including a number line, (where b is 2, 3, 4, 6, or 8)"
9adcd390-9117-501d-b02b-6759698e3b36,,"Recognize that when the interval 0 to 1 is partitioned into b equal parts, each part has size 1/b"
4a5f2dd0-e7ae-5fe9-9ab8-ce2ba4d70660,,Use congruence and similarity to solve problems about geometric figures
59f0c929-ef2c-509d-b35a-31ddb34d0017,,Apply similarity theorems to solve real-world problems
6f003d17-0dd9-52bf-a75e-56898b3750c1,,Use congruence and similarity to prove geometric relationships in geometric figures
82add1f8-f132-54c6-899e-60112903da6e,,Apply similarity theorems to solve mathematical problems
cb92d85b-64e5-50cc-a31d-28ac06fa7f03,,Apply congruence theorems to solve mathematical problems
dbe24252-42cf-5323-993c-a31deefbe81c,,Apply congruence theorems to solve real-world problems
7ded9ec8-c209-5077-9cc8-cf987ff47b0a,,"Subtract within 20, with automaticity, including using mental strategies"
8cecfb5c-5ea5-51bc-917c-76c043cf5ae1,,Know from memory all sums of two one-digit numbers
f2c9aa2c-d7ac-51d6-a131-c2dafa37f627,,"Add within 20, with automaticity, including using mental strategies"
31ebd1b1-972d-5540-ae47-8bc768792ab1,,Use the equation of a linear model (line of best fit) to solve problems in the context of a given data set
5b2c45c0-164a-5d38-9d64-c26dd772c2a8,,Interpret the intercept of a line of best fit
68c64407-c1b6-51cb-999b-8066476fd9c1,,Interpret the slope of a line of best fit
09a2b014-9089-54ee-96ce-56a37550dc22,,Write a function defined by an expression in equivalent forms to explain different properties of the function
241b39c4-074f-5faa-b98d-947c9776506b,,Write a linear function defined by an expression in equivalent forms to explain different properties of the function
5af5e79b-465f-5509-a7ab-6a19ffe9e69f,,Write a linear function defined by an expression in equivalent forms to reveal different properties of the function
99d8dba9-4e01-5abc-affa-ceae928e7ea8,,Write a function defined by an expression in equivalent forms to reveal different properties of the function
26645597-c6a9-5497-b3a2-63f304ab1de1,,"Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, with denominators of 2, 3, 4, 5, 6, 8, 10, and 12"
35bc1efc-c989-50af-b620-a7bd77f2f808,,Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b)
46b4aaee-e89d-53f0-abd9-12b676510c8e,,Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers
677ac9ea-e253-574e-9754-46a693260709,,Identify the two whole numbers a fraction falls between
610110ea-77f4-5944-8b31-6d1f340f5722,,"Write a recursive formula for a geometric sequence, expressed as an exponential function or equation sequence in a real-world context"
647a607c-1c33-59f7-8fb7-7dd212bf884e,,Translate between the recursive and explicit form of a sequence in a real world context
ac2e1b59-a506-56f6-af9a-2f660ae6eb8d,,Write arithmetic sequences in real-world contexts explicitly as linear functions or equations
ce1985d2-d0ab-52d6-b0c8-e23a52585daf,,Write a recursive formula for an arithmetic sequence in a real-world context
d43a5c90-2d6a-5499-9389-9d5ec150021c,,Write geometric sequences in real-world contexts explicitly as exponential functions or equations
b83a894c-4043-5e3e-ae5f-d9479abc2d6a,,Verify experimentally the properties of dilations given by a center and a scale factor
0bf72853-30d6-571f-9ef3-f4912c02ba23,,"Use >, =, or < to record the results of comparisons of two decimals to the hundredths place"
971e94a1-e257-507e-8f18-0812688715a0,,Recognize that comparison of two decimals can only occur when the decimals refer to the same whole
9bccf790-2840-5241-9cdb-bda2ef83d28b,,Justify the comparison of two decimals to the hundredths place
f44fbaad-f4a6-543f-b5d1-280862baa2c3,,Compare two decimals to the hundredths place
10148e7b-6e5b-574e-974e-9cfc7ac6d1f4,,"Read and write numbers to 1,000 by moving between base-ten numerals (standard form) and expanded form"
be537a94-e9b3-58e0-a9c5-c3c6f437ca07,,"Read and write numbers to 1,000 by moving between base-ten numerals (standard form) and number names (word form)"
d5c3d2f5-e43b-58d8-b122-9feb5a3a2eaf,,"Read and write numbers to 1,000 by moving between number names (word form) and expanded form"
17fe2def-fee1-5b9b-97b2-6edc539da1cf,,Represent data on two quantitative variables on a scatter plot
8afcda5e-a33c-5389-9f07-317c1a9117b4,,Represent data on two quantitative variables on a scatter plot and describe the relationship between them
f103db3c-43d1-5839-a76e-d0c41ae5a97f,,Describe the relationship between two variables in a scatterplot
5067efaa-c056-5bcd-82d0-17960c05baf6,,Multiply one-digit whole numbers by multiples of 10 in the range 10-90 using strategies based on place value and properties of operations
d4d1b770-b755-5fc9-be67-7c59f0e078ba,,Know and understand the difference between correlation or association and causation
269378e0-048c-57e6-a480-8762f609a8be,,Use decimal notation for fractions with a denominator of 100
86f60c17-f57b-5b4f-8157-248c08421272,,Use decimal notation for fractions with a denominator of 10
dc34402c-b3d4-53a0-841b-102c45e42d9a,,Locate decimals to the tenths or hundredths place on a number line
149725fd-e837-5920-bd76-e9a8c5848884,,Prove theorems pertaining to lines and angles
61ed5929-4cd5-549a-968f-2a569d145942,,Apply theorems about angles and lines to solve mathematical problems
99c8963e-2819-5dc9-b514-e1571e42bc7e,,Prove vertical angles are congruent
ae498f8b-b653-52e9-a674-5dab065df182,,Apply theorems about angles and lines to solve real-world problems
d64d2670-ca26-5a42-af62-cf9df6ab31d0,,Prove points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints.
dcfc3f7f-5956-5cce-847d-eb66270bd307,,"Prove when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent"
13cc406a-cb0c-5917-9440-9be51de9017f,,Qualitatively describe the relationship between two quantities by analyzing the graph of a function that relates the two quantities
f0af8f05-3a5f-5ea0-a04b-f29e2ae8e2a9,,Sketch by hand a graph that exhibits particular qualitative features that are described verbally
62c8cf40-084e-5b4c-ab3f-29f473273582,,Describe the absolute value of a rational number as its distance from 0 on the number line
8ef052eb-6878-5613-b9fd-3efd396d368c,,Interpret absolute value as magnitude for a positive or negative quantity in a real-world situation
437e6968-6aae-5624-acac-0b10432b5690,,"Find whole-number quotients (no remainders) of three-digit dividends and one-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
47171d80-3004-5422-bfcd-3c2c9ede79c4,,"Find whole-number quotients (with remainders) four-digit dividends and one-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
6e0b8067-5f64-55aa-8287-a076bb8e5875,,Use models to explain the division of whole numbers (with and without remainders) with four-digit dividends and one-digit divisors.
81aefb08-0aea-5ac6-bc2d-59ff42d3709f,,"Find whole-number quotients (with remainders) three-digit dividends and one-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
9d81bd35-6783-5812-9ec4-ec99dcbba3c2,,Use models to explain the division of whole numbers (with and without remainders) with three-digit dividends and one-digit divisors.
d5bcfb8d-4f52-5730-a388-cafd2bc32330,,"Find whole-number quotients (no remainders) of four-digit dividends and one-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
d98ddefd-25c4-5988-82d6-102fb496b14e,,Use models to explain the division of whole numbers (with and without remainders) with two-digit dividends and one-digit divisors.
f6809045-c11a-5332-b358-462b2c8a4a11,,"Find whole-number quotients (no remainders) of two-digit dividends and one-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
f7db0623-427e-5587-acb7-51b2fc2f0019,,"Find whole-number quotients (with remainders) two-digit dividends and one-digit divisors using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
099ceccb-4732-56c0-bdb1-61f9c6fcbd65,,"Represent mathematical problems by writing equations in the form x + p = q for cases in which p, q, and x are all nonnegative rational numbers"
1981017a-4fca-5f84-9294-9441faf647db,,"Solve mathematical problems by solving equations in the form x + p = q for cases in which p, q, and x are all nonnegative rational numbers"
8d29194f-94ec-51fa-b0c7-fc6d99780d3b,,"Represent real-world problems by writing equations in the form px = q for cases in which p, q, and x are all nonnegative rational numbers"
cd69a8c5-90aa-5e64-9abf-112fa7051095,,"Solve real-world problems by solving equations in the form x + p = q for cases in which p, q, and x are all nonnegative rational numbers"
e50eda80-7ed8-5b93-8d57-6608093cea34,,"Solve mathematical problems by solving equations in the form px = q for cases in which p, q, and x are all nonnegative rational numbers"
e54e642e-caef-5e93-956e-a382564f8e4f,,"Represent mathematical problems by writing equations in the form px = q for cases in which p, q, and x are all nonnegative rational numbers"
ed92d2a4-92cb-5365-8471-7494e0390c77,,"Represent real-world problems by writing equations in the form x + p = q for cases in which p, q, and x are all nonnegative rational numbers"
fafaead4-3eb8-51f9-aac0-5bbfa4b64f3e,,"Solve real-world problems by solving equations in the form px = q for cases in which p, q, and x are all nonnegative rational numbers"
3ad73d18-8e4b-584f-87ea-8a1153431dd5,,"For any number from 1 to 9, record the number that makes 10 when added to the given number with an equation"
af9a99a3-2303-5433-8fbc-0b8ff144479f,,"For any number from 1 to 9, find the number that makes 10 when added to the given number, including by using objects or drawings"
d20e2e5e-e735-59cb-9d31-1b9f7eac7c38,,"For any number from 1 to 9, record the number that makes 10 when added to the given number with a drawing"
e3d2b02c-896e-5919-a78a-7013f2f6449c,,"For any number from 1 to 9, find and record the number that makes 10 when added to the given number "
